geography	time	measure	value
37027	2018-12-31	chr_other_primary_care_providers	4.7882724158676e-4
37027	2018-12-31	chr_physical_inactivity	0.272
37027	2018-12-31	chr_poor_mental_health_days	4.19162268207116
37027	2018-12-31	chr_poor_or_fair_health	0.167198272946507
37027	2018-12-31	chr_poor_physical_health_days	3.81336294177257
37027	2018-12-31	chr_population	81449
37027	2018-12-31	chr_premature_age_adjusted_mortality	464.2
37027	2018-12-31	chr_premature_death	9504.43612304398
37027	2018-12-31	chr_preventable_hospital_stays	51.15
37027	2018-12-31	chr_primary_care_physicians	4.5517733462915e-4
37027	2018-12-31	chr_residential_segregation_black_white	66.656459265554
37027	2018-12-31	chr_residential_segregation_non_white_white	40.1898620143908
37027	2018-12-31	chr_rural	0.344277300702164
37027	2018-12-31	chr_severe_housing_problems	0.151490990272684
37027	2018-12-31	chr_sexually_transmitted_infections	284.7
37027	2018-12-31	chr_social_associations	13.040215532619
37027	2018-12-31	chr_some_college	0.531261464283843
37027	2018-12-31	chr_teen_births	42.2381007260574
37027	2018-12-31	chr_unemployment	0.0518436373717771
37027	2018-12-31	chr_uninsured	0.151107330558678
37027	2018-12-31	chr_uninsured_adults	0.187964414405244
37027	2018-12-31	chr_uninsured_children	0.0446083995459705
37027	2018-12-31	chr_violent_crime	147.392290249433
37027	2019-12-31	acs_AGE	44.6
37027	2019-12-31	acs_BDB	0.781432570593963
37027	2019-12-31	acs_BTH	0.04331165815141662
37027	2019-12-31	acs_DCY	0.144593895499224
37027	2019-12-31	acs_DEP	0.6588468862687897
37027	2019-12-31	acs_DIS	0.18572309970384995
37027	2019-12-31	acs_EDB	0.7995763429927131
37027	2019-12-31	acs_EDC	0.4746314184036604
37027	2019-12-31	acs_GNI	0.4345
37027	2019-12-31	acs_GRP	0.01222461042450295
37027	2019-12-31	acs_HBS	0.0953018500486855
37027	2019-12-31	acs_HBU	0.2362463485881207
37027	2019-12-31	acs_HTA	0.05382789678675755
37027	2019-12-31	acs_HTJ	0.02686830574488802
37027	2019-12-31	acs_HUF	0.00301241480038948
37027	2019-12-31	acs_HUG	0.01670520934761441
37027	2019-12-31	acs_HUN	0.19174087792576247
37027	2019-12-31	acs_HUO	0.724774829600779
37027	2019-12-31	acs_INB	28579
37027	2019-12-31	acs_INC	44511
37027	2019-12-31	acs_INL	4
37027	2019-12-31	acs_INM	9.36
37027	2019-12-31	acs_INN	15.49
37027	2019-12-31	acs_INO	24.08
37027	2019-12-31	acs_INP	47.06
37027	2019-12-31	acs_INQ	19.65
37027	2019-12-31	acs_LEQ	0.02200105440471139
37027	2019-12-31	acs_MCD	0.2149308983218164
37027	2019-12-31	acs_MCR	0.2336377097729516
37027	2019-12-31	acs_OWS	11.75438596491228
37027	2019-12-31	acs_PCI	23869
37027	2019-12-31	acs_PCT_A	0.00506814518098773
37027	2019-12-31	acs_PCT_B	0.04550339504665136
37027	2019-12-31	acs_PCT_F	0.506228322993503
37027	2019-12-31	acs_PCT_H	0.05480924234282643
37027	2019-12-31	acs_PCT_I	0.05025401787895071
37027	2019-12-31	acs_PCT_J	0.15357090518294172
37027	2019-12-31	acs_PCT_M	0.493771677006497
37027	2019-12-31	acs_PCT_O	0.3605466269356651
37027	2019-12-31	acs_PCT_P	0.00365150700991646
37027	2019-12-31	acs_PCT_P1	4.3964632895315326e-4
37027	2019-12-31	acs_PCT_Q	0.01603487860876362
37027	2019-12-31	acs_PCT_S	0.1933466855551756
37027	2019-12-31	acs_PCT_W	0.873052122514777
37027	2019-12-31	acs_PCT_Y	0.24228176444726687
37027	2019-12-31	acs_POP	81884
37027	2019-12-31	acs_POP_A	415
37027	2019-12-31	acs_POP_B	3726
37027	2019-12-31	acs_POP_F	41452
37027	2019-12-31	acs_POP_H	4488
37027	2019-12-31	acs_POP_I	4115
37027	2019-12-31	acs_POP_J	12575
37027	2019-12-31	acs_POP_M	40432
37027	2019-12-31	acs_POP_O	29523
37027	2019-12-31	acs_POP_P	299
37027	2019-12-31	acs_POP_P1	36
37027	2019-12-31	acs_POP_Q	1313
37027	2019-12-31	acs_POP_S	15832
37027	2019-12-31	acs_POP_W	71489
37027	2019-12-31	acs_POP_Y	19839
37027	2019-12-31	acs_POV	0.1511913321597699
37027	2019-12-31	acs_PUB	3.0741713710804317e-4
37027	2019-12-31	acs_PVA	0.05678972553492177
37027	2019-12-31	acs_PVB	0.2768824535739965
37027	2019-12-31	acs_PVC	0.3999454540946619
37027	2019-12-31	acs_REX	0.2324090491455653
37027	2019-12-31	acs_SNP	0.1428919182083739
37027	2019-12-31	acs_UMP	0.06329757486399919
37027	2019-12-31	acs_UNS	0.12330947680157948
37027	2019-12-31	acs_VAL	118100
37027	2019-12-31	acs_WWN	0.1922164070107108
37027	2019-12-31	census_ur_pct_urban_hu	0.557607430072297
37027	2019-12-31	census_ur_pct_urban_land	0.118076448687605
37027	2019-12-31	census_ur_pct_urban_pop	0.571789912215444
37027	2019-12-31	chr_65_and_older	0.193471658067113
37027	2019-12-31	chr_access_to_exercise_opportunities	0.637548326488335
37027	2019-12-31	chr_adult_obesity	0.337
37027	2019-12-31	chr_adult_smoking	0.18385958390196
37027	2019-12-31	chr_air_pollution_particulate_matter	9.9
37027	2019-12-31	chr_alcohol_impaired_driving_deaths	0.533333333333333
37027	2019-12-31	chr_american_indian_or_alaska_native	0.00623315158390359
37027	2019-12-31	chr_asian	0.00702601822373477
37027	2019-12-31	chr_below_18_years_of_age	0.204742562301021
37027	2019-12-31	chr_child_mortality	70.678662406314
37027	2019-12-31	chr_children_eligible_for_free_or_reduced_price_lunch	0.596580483736447
37027	2019-12-31	chr_children_in_poverty	0.221
37027	2019-12-31	chr_children_in_single_parent_households	0.328246541179265
37027	2019-12-31	chr_dentists	3.0494870762737e-4
37027	2019-12-31	chr_diabetes_prevalence	0.126
37027	2019-12-31	chr_disconnected_youth	0.123028391167192
37027	2019-12-31	chr_drinking_water_violations	1
37027	2019-12-31	chr_driving_alone_to_work	0.833985581874356
37027	2019-12-31	chr_drug_overdose_deaths	30.6476460564652
37027	2019-12-31	chr_excessive_drinking	0.172781637014486
37027	2019-12-31	chr_female	0.505848916212293
37027	2019-12-31	chr_firearm_fatalities	17.6
37027	2019-12-31	chr_flu_vaccinations	0.52
37027	2019-12-31	chr_food_environment_index	6.7
37027	2019-12-31	chr_food_insecurity	0.137
37027	2019-12-31	chr_frequent_mental_distress	0.129171943276473
37027	2019-12-31	chr_frequent_physical_distress	0.119340915198116
37027	2019-12-31	chr_high_school_graduation	0.885
37027	2019-12-31	chr_hispanic	0.0550615386491992
37027	2019-12-31	chr_hiv_prevalence	101.9
37027	2019-12-31	chr_homeownership	0.716391912908243
37027	2019-12-31	chr_homicides	5.9
37027	2019-12-31	chr_income_inequality	4.41718520194592
37027	2019-12-31	chr_infant_mortality	7.56484149855908
37027	2019-12-31	chr_injury_deaths	85.9891570367793
37027	2019-12-31	chr_insufficient_sleep	0.312244776869982
37027	2019-12-31	chr_life_expectancy	75.5743857559171
37027	2019-12-31	chr_limited_access_to_healthy_foods	0.171274089142266
37027	2019-12-31	chr_long_commute_driving_alone	0.304
37027	2019-12-31	chr_low_birth_weight	0.0971652701016224
37027	2019-12-31	chr_mammography_screening	0.45
37027	2019-12-31	chr_median_household_income	44798
37027	2019-12-31	chr_mental_health_providers	6.0989741525475e-4
37027	2019-12-31	chr_motor_vehicle_crash_deaths	14.4974114260562
37027	2019-12-31	chr_native_hawaiian_or_other_pacific_islander	9.880338127127e-4
37027	2019-12-31	chr_non_hispanic_black	0.0466693502152938
37027	2019-12-31	chr_non_hispanic_white	0.874727070906673
37027	2019-12-31	chr_not_proficient_in_english	0.0119252836596599
37027	2019-12-31	chr_other_primary_care_providers	6.2209536355984e-4
37027	2019-12-31	chr_physical_inactivity	0.237
37027	2019-12-31	chr_poor_mental_health_days	4.19162268207116
37027	2019-12-31	chr_poor_or_fair_health	0.167198272946507
37027	2019-12-31	chr_poor_physical_health_days	3.81336294177257
37027	2019-12-31	chr_population	81981
37027	2019-12-31	chr_premature_age_adjusted_mortality	456.8
37027	2019-12-31	chr_premature_death	9614.98534198413
37027	2019-12-31	chr_preventable_hospital_stays	4670
37027	2019-12-31	chr_primary_care_physicians	4.5427199842846e-4
37027	2019-12-31	chr_residential_segregation_black_white	62.5704779110055
37027	2019-12-31	chr_residential_segregation_non_white_white	41.5312320566601
37027	2019-12-31	chr_rural	0.344277300702164
37027	2019-12-31	chr_severe_housing_cost_burden	0.107304229106394
37027	2019-12-31	chr_severe_housing_problems	0.14018691588785
37027	2019-12-31	chr_sexually_transmitted_infections	255.9
37027	2019-12-31	chr_social_associations	13.137055089688
37027	2019-12-31	chr_some_college	0.531265018422598
37027	2019-12-31	chr_teen_births	39.9600985799789
37027	2019-12-31	chr_unemployment	0.0451982041173894
37027	2019-12-31	chr_uninsured	0.138857936592737
37027	2019-12-31	chr_uninsured_adults	0.172784939635768
37027	2019-12-31	chr_uninsured_children	0.0409078014184397
37027	2019-12-31	chr_violent_crime	168.598784119717
37027	2020-12-31	acs_AGE	45.1
37027	2020-12-31	acs_BDB	0.8092871516555887
37027	2020-12-31	acs_BTH	0.03243400058021468
37027	2020-12-31	acs_DCY	0.12486855941114616
37027	2020-12-31	acs_DEP	0.678380036817345
37027	2020-12-31	acs_DIS	0.1887568499476633
37027	2020-12-31	acs_EDB	0.814455997971088
37027	2020-12-31	acs_EDC	0.4821709358356581
37027	2020-12-31	acs_GNI	0.4317
37027	2020-12-31	acs_GRP	0.01212586526274739
37027	2020-12-31	acs_HBS	0.08924324653942313
37027	2020-12-31	acs_HBU	0.2060186596743704
37027	2020-12-31	acs_HTA	0.05988170010366486
37027	2020-12-31	acs_HTJ	0.02436124153911824
37027	2020-12-31	acs_HUF	0.0046039392645893
37027	2020-12-31	acs_HUG	0.01667784621013476
37027	2020-12-31	acs_HUN	0.19256774464070445
37027	2020-12-31	acs_HUO	0.7334898469418867
37027	2020-12-31	acs_INB	30374
37027	2020-12-31	acs_INC	46094
37027	2020-12-31	acs_INL	4
37027	2020-12-31	acs_INM	9.31
37027	2020-12-31	acs_INN	15.45
37027	2020-12-31	acs_INO	24.55
37027	2020-12-31	acs_INP	46.69
37027	2020-12-31	acs_INQ	18.78
37027	2020-12-31	acs_LEQ	0.01902756557577002
37027	2020-12-31	acs_MCD	0.2156517455821686
37027	2020-12-31	acs_MCR	0.2370543685733637
37027	2020-12-31	acs_OWS	11.668025965379494
37027	2020-12-31	acs_PCI	24666
37027	2020-12-31	acs_PCT_A	0.00521595008287023
37027	2020-12-31	acs_PCT_B	0.04221507263332359
37027	2020-12-31	acs_PCT_F	0.5065077508043287
37027	2020-12-31	acs_PCT_H	0.05699766013454226
37027	2020-12-31	acs_PCT_I	0.05080676611094862
37027	2020-12-31	acs_PCT_J	0.151884079165448
37027	2020-12-31	acs_PCT_M	0.4934922491956713
37027	2020-12-31	acs_PCT_O	0.3525641025641026
37027	2020-12-31	acs_PCT_P	0.00236423905625426
37027	2020-12-31	acs_PCT_P1	9.87130739982451e-4
37027	2020-12-31	acs_PCT_Q	0.02111972311592083
37027	2020-12-31	acs_PCT_S	0.20149653894901043
37027	2020-12-31	acs_PCT_W	0.8695281271326899
37027	2020-12-31	acs_PCT_Y	0.2432485132104904
37027	2020-12-31	acs_POP	82056
37027	2020-12-31	acs_POP_A	428
37027	2020-12-31	acs_POP_B	3464
37027	2020-12-31	acs_POP_F	41562
37027	2020-12-31	acs_POP_H	4677
37027	2020-12-31	acs_POP_I	4169
37027	2020-12-31	acs_POP_J	12463
37027	2020-12-31	acs_POP_M	40494
37027	2020-12-31	acs_POP_O	28930
37027	2020-12-31	acs_POP_P	194
37027	2020-12-31	acs_POP_P1	81
37027	2020-12-31	acs_POP_Q	1733
37027	2020-12-31	acs_POP_S	16534
37027	2020-12-31	acs_POP_W	71350
37027	2020-12-31	acs_POP_Y	19960
37027	2020-12-31	acs_POV	0.14037390120094095
37027	2020-12-31	acs_PUB	3.9761431411530816e-4
37027	2020-12-31	acs_PVA	0.05422805497090504
37027	2020-12-31	acs_PVB	0.27307168503157114
37027	2020-12-31	acs_PVC	0.39462671784078246
37027	2020-12-31	acs_REX	0.2384101776136942
37027	2020-12-31	acs_SNP	0.13006890664064882
37027	2020-12-31	acs_UMP	0.06450033499974231
37027	2020-12-31	acs_UNS	0.11975863555199805
37027	2020-12-31	acs_VAL	125200
37027	2020-12-31	acs_WWN	0.17269345691810475
37027	2020-12-31	census_ur_pct_urban_hu	0.557607430072297
37027	2020-12-31	census_ur_pct_urban_land	0.118076448687605
37027	2020-12-31	census_ur_pct_urban_pop	0.571789912215444
37027	2020-12-31	chr_65_and_older	0.198734593863146
37027	2020-12-31	chr_access_to_exercise_opportunities	0.637765118211709
37027	2020-12-31	chr_adult_obesity	0.39
37027	2020-12-31	chr_adult_smoking	0.167201116878066
37027	2020-12-31	chr_air_pollution_particulate_matter	9.9
37027	2020-12-31	chr_alcohol_impaired_driving_deaths	0.450980392156863
37027	2020-12-31	chr_american_indian_or_alaska_native	0.00637579392653818
37027	2020-12-31	chr_asian	0.00731448634019676
37027	2020-12-31	chr_below_18_years_of_age	0.201026466249741
37027	2020-12-31	chr_child_mortality	56.5349996280592
37027	2020-12-31	chr_children_eligible_for_free_or_reduced_price_lunch	0.583319163407584
37027	2020-12-31	chr_children_in_poverty	0.224
37027	2020-12-31	chr_children_in_single_parent_households	0.314514203867271
37027	2020-12-31	chr_dentists	2.9257945360787e-4
37027	2020-12-31	chr_diabetes_prevalence	0.187
37027	2020-12-31	chr_disconnected_youth	0.119579854565042
37027	2020-12-31	chr_drinking_water_violations	0
37027	2020-12-31	chr_driving_alone_to_work	0.835057096710209
37027	2020-12-31	chr_drug_overdose_deaths	26.0736008865024
37027	2020-12-31	chr_excessive_drinking	0.162558317067332
37027	2020-12-31	chr_female	0.50460203098904
37027	2020-12-31	chr_firearm_fatalities	17.6371163314798
37027	2020-12-31	chr_flu_vaccinations	0.53
37027	2020-12-31	chr_food_environment_index	6.7
37027	2020-12-31	chr_food_insecurity	0.131
37027	2020-12-31	chr_frequent_mental_distress	0.130961681762828
37027	2020-12-31	chr_frequent_physical_distress	0.126642740040183
37027	2020-12-31	chr_high_school_graduation	0.885
37027	2020-12-31	chr_hispanic	0.0566141242731229
37027	2020-12-31	chr_homeownership	0.713076026262502
37027	2020-12-31	chr_homicides	5.59293891462029
37027	2020-12-31	chr_income_inequality	4.60463807272318
37027	2020-12-31	chr_infant_mortality	7.23458129860734
37027	2020-12-31	chr_injury_deaths	92.594860740269
37027	2020-12-31	chr_insufficient_sleep	0.312244776869982
37027	2020-12-31	chr_juvenile_arrests	13
37027	2020-12-31	chr_life_expectancy	76.0191608109623
37027	2020-12-31	chr_limited_access_to_healthy_foods	0.171274089142266
37027	2020-12-31	chr_long_commute_driving_alone	0.321
37027	2020-12-31	chr_low_birth_weight	0.0959885386819484
37027	2020-12-31	chr_mammography_screening	0.48
37027	2020-12-31	chr_math_scores	2.9261174899897
37027	2020-12-31	chr_median_household_income	43328
37027	2020-12-31	chr_mental_health_providers	6.0954052834973e-4
37027	2020-12-31	chr_motor_vehicle_crash_deaths	14.5066853097964
37027	2020-12-31	chr_native_hawaiian_or_other_pacific_islander	9.6307403479257e-4
37027	2020-12-31	chr_non_hispanic_black	0.0477148325592169
37027	2020-12-31	chr_non_hispanic_white	0.870716453937022
37027	2020-12-31	chr_not_proficient_in_english	0.0146827747868422
37027	2020-12-31	chr_other_primary_care_providers	7.5583025515366e-4
37027	2020-12-31	chr_physical_inactivity	0.258
37027	2020-12-31	chr_poor_mental_health_days	4.16305045493198
37027	2020-12-31	chr_poor_or_fair_health	0.166685000237446
37027	2020-12-31	chr_poor_physical_health_days	4.11632018239138
37027	2020-12-31	chr_population	82029
37027	2020-12-31	chr_premature_age_adjusted_mortality	445.19979251824
37027	2020-12-31	chr_premature_death	9025.17750747587
37027	2020-12-31	chr_preventable_hospital_stays	5002
37027	2020-12-31	chr_primary_care_physicians	4.757199838987e-4
37027	2020-12-31	chr_reading_scores	3.24613560908588
37027	2020-12-31	chr_residential_segregation_black_white	62.1486831725309
37027	2020-12-31	chr_residential_segregation_non_white_white	43.3596096801785
37027	2020-12-31	chr_rural	0.344277300702164
37027	2020-12-31	chr_severe_housing_cost_burden	0.116337108850067
37027	2020-12-31	chr_severe_housing_problems	0.133657160764651
37027	2020-12-31	chr_sexually_transmitted_infections	292.8
37027	2020-12-31	chr_social_associations	12.1979483050951
37027	2020-12-31	chr_some_college	0.530195995113401
37027	2020-12-31	chr_suicides	17.8033682271585
37027	2020-12-31	chr_teen_births	35.7504015228124
37027	2020-12-31	chr_traffic_volume	64.3924933643924
37027	2020-12-31	chr_unemployment	0.0383112447055609
37027	2020-12-31	chr_uninsured	0.139194363608516
37027	2020-12-31	chr_uninsured_adults	0.172266153152784
37027	2020-12-31	chr_uninsured_children	0.0437417805477729
37027	2020-12-31	chr_violent_crime	168.598784119717
37027	2021-12-31	acs_AGE	44.9
37027	2021-12-31	acs_BDB	0.8188128140703518
37027	2021-12-31	acs_BTH	0.03436892059187643
37027	2021-12-31	acs_DCY	0.13027426160337552
37027	2021-12-31	acs_DEP	0.6779283961911098
37027	2021-12-31	acs_DIS	0.1911937720593757
37027	2021-12-31	acs_EDB	0.8148364787448173
37027	2021-12-31	acs_EDC	0.4867101347050424
37027	2021-12-31	acs_GNI	0.4361
37027	2021-12-31	acs_GRP	0.01127563347995787
37027	2021-12-31	acs_HBS	0.08555276381909548
37027	2021-12-31	acs_HBU	0.1952575376884422
37027	2021-12-31	acs_HTA	0.06209170854271357
37027	2021-12-31	acs_HTJ	0.02383793969849246
37027	2021-12-31	acs_HUF	0.00436557788944723
37027	2021-12-31	acs_HUG	0.01520100502512562
37027	2021-12-31	acs_HUN	0.18129065342365927
37027	2021-12-31	acs_HUO	0.7421168341708543
37027	2021-12-31	acs_INB	32443
37027	2021-12-31	acs_INC	48549
37027	2021-12-31	acs_INL	3.99
37027	2021-12-31	acs_INM	9.17
37027	2021-12-31	acs_INN	15.29
37027	2021-12-31	acs_INO	24.33
37027	2021-12-31	acs_INP	47.21
37027	2021-12-31	acs_INQ	19.12
37027	2021-12-31	acs_LEQ	0.01803330027663239
37027	2021-12-31	acs_MCD	0.2201056346842224
37027	2021-12-31	acs_MCR	0.23834138526621443
37027	2021-12-31	acs_OWS	11.82537943983727
37027	2021-12-31	acs_PCI	26507
37027	2021-12-31	acs_PCT_A	0.00550151787373768
37027	2021-12-31	acs_PCT_B	0.04132333808314231
37027	2021-12-31	acs_PCT_F	0.5044173223468187
37027	2021-12-31	acs_PCT_H	0.06005823678830308
37027	2021-12-31	acs_PCT_I	0.0504181897032402
37027	2021-12-31	acs_PCT_J	0.1523449600396506
37027	2021-12-31	acs_PCT_M	0.4955826776531813
37027	2021-12-31	acs_PCT_O	0.3494950746546063
37027	2021-12-31	acs_PCT_P	0.00153645994671953
37027	2021-12-31	acs_PCT_P1	0.00136298866241249
37027	2021-12-31	acs_PCT_Q	0.02478161204386345
37027	2021-12-31	acs_PCT_S	0.20126386221423703
37027	2021-12-31	acs_PCT_W	0.864419800508023
37027	2021-12-31	acs_PCT_Y	0.2464779133882659
37027	2021-12-31	acs_POP	80705
37027	2021-12-31	acs_POP_A	444
37027	2021-12-31	acs_POP_B	3335
37027	2021-12-31	acs_POP_F	40709
37027	2021-12-31	acs_POP_H	4847
37027	2021-12-31	acs_POP_I	4069
37027	2021-12-31	acs_POP_J	12295
37027	2021-12-31	acs_POP_M	39996
37027	2021-12-31	acs_POP_O	28206
37027	2021-12-31	acs_POP_P	124
37027	2021-12-31	acs_POP_P1	110
37027	2021-12-31	acs_POP_Q	2000
37027	2021-12-31	acs_POP_S	16243
37027	2021-12-31	acs_POP_W	69763
37027	2021-12-31	acs_POP_Y	19892
37027	2021-12-31	acs_POV	0.1340190629479667
37027	2021-12-31	acs_PUB	1.435544071202986e-4
37027	2021-12-31	acs_PVA	0.05141714659356689
37027	2021-12-31	acs_PVB	0.2612604682745266
37027	2021-12-31	acs_PVC	0.3836355405779242
37027	2021-12-31	acs_REX	0.24681518497154664
37027	2021-12-31	acs_SNP	0.12521984924623117
37027	2021-12-31	acs_UMP	0.05751167549981634
37027	2021-12-31	acs_UNS	0.1132068387193672
37027	2021-12-31	acs_VAL	136100
37027	2021-12-31	acs_WWN	0.16501256281407034
37027	2021-12-31	census_ur_pct_urban_hu	0.557607430072297
37027	2021-12-31	census_ur_pct_urban_land	0.118076448687605
37027	2021-12-31	census_ur_pct_urban_pop	0.571789912215444
37027	2021-12-31	chr_65_and_older	0.204057046898197
37027	2021-12-31	chr_access_to_exercise_opportunities	0.637765118211709
37027	2021-12-31	chr_adult_obesity	0.384
37027	2021-12-31	chr_adult_smoking	0.249764326323988
37027	2021-12-31	chr_air_pollution_particulate_matter	9.4
37027	2021-12-31	chr_alcohol_impaired_driving_deaths	0.339622641509434
37027	2021-12-31	chr_american_indian_or_alaska_native	0.00649808951300835
37027	2021-12-31	chr_asian	0.00753242960403028
37027	2021-12-31	chr_below_18_years_of_age	0.198787996787461
37027	2021-12-31	chr_broadband_access	0.781432570593963
37027	2021-12-31	chr_child_mortality	57.1024989856793
37027	2021-12-31	chr_children_eligible_for_free_or_reduced_price_lunch	0.585663884347302
37027	2021-12-31	chr_children_in_poverty	0.178
37027	2021-12-31	chr_children_in_single_parent_households	0.217685851318945
37027	2021-12-31	chr_dentists	3.1638638078317e-4
37027	2021-12-31	chr_diabetes_prevalence	0.166
37027	2021-12-31	chr_disconnected_youth	0.144593895499224
37027	2021-12-31	chr_drinking_water_violations	0
37027	2021-12-31	chr_driving_alone_to_work	0.833687328824549
37027	2021-12-31	chr_drug_overdose_deaths	21.9344565941476
37027	2021-12-31	chr_excessive_drinking	0.173216475169026
37027	2021-12-31	chr_female	0.505415074594174
37027	2021-12-31	chr_firearm_fatalities	16.6290068570199
37027	2021-12-31	chr_flu_vaccinations	0.54
37027	2021-12-31	chr_food_environment_index	6.4
37027	2021-12-31	chr_food_insecurity	0.149
37027	2021-12-31	chr_frequent_mental_distress	0.163988722679145
37027	2021-12-31	chr_frequent_physical_distress	0.144441438607515
37027	2021-12-31	chr_high_school_completion	0.799576342992713
37027	2021-12-31	chr_high_school_graduation	0.89
37027	2021-12-31	chr_hispanic	0.0590669035508287
37027	2021-12-31	chr_hiv_prevalence	107.6
37027	2021-12-31	chr_homeownership	0.724774829600779
37027	2021-12-31	chr_homicides	5.76521930544831
37027	2021-12-31	chr_income_inequality	4.3983011820089
37027	2021-12-31	chr_infant_mortality	8.14332247557003
37027	2021-12-31	chr_injury_deaths	88.5250070917823
37027	2021-12-31	chr_insufficient_sleep	0.366583992246887
37027	2021-12-31	chr_juvenile_arrests	22.7118644067797
37027	2021-12-31	chr_life_expectancy	76.0432855975288
37027	2021-12-31	chr_limited_access_to_healthy_foods	0.171274089142266
37027	2021-12-31	chr_long_commute_driving_alone	0.342
37027	2021-12-31	chr_low_birth_weight	0.0994543214222848
37027	2021-12-31	chr_mammography_screening	0.49
37027	2021-12-31	chr_math_scores	2.965026278
37027	2021-12-31	chr_median_household_income	48512
37027	2021-12-31	chr_mental_health_providers	7.0578500328555e-4
37027	2021-12-31	chr_motor_vehicle_crash_deaths	14.5004000712791
37027	2021-12-31	chr_native_hawaiian_or_other_pacific_islander	9.6132784930273e-4
37027	2021-12-31	chr_non_hispanic_black	0.0481759108277154
37027	2021-12-31	chr_non_hispanic_white	0.867202901019738
37027	2021-12-31	chr_not_proficient_in_english	0.0126142807545423
37027	2021-12-31	chr_other_primary_care_providers	8.7614690063033e-4
37027	2021-12-31	chr_physical_inactivity	0.298
37027	2021-12-31	chr_poor_mental_health_days	5.04420192579598
37027	2021-12-31	chr_poor_or_fair_health	0.221928291305505
37027	2021-12-31	chr_poor_physical_health_days	4.54373530534215
37027	2021-12-31	chr_population	82178
37027	2021-12-31	chr_premature_age_adjusted_mortality	445.372901213064
37027	2021-12-31	chr_premature_death	8982.45559347414
37027	2021-12-31	chr_preventable_hospital_stays	4512
37027	2021-12-31	chr_primary_care_physicians	4.6325080154579e-4
37027	2021-12-31	chr_reading_scores	3.172711698
37027	2021-12-31	chr_residential_segregation_black_white	61.3500905650515
37027	2021-12-31	chr_residential_segregation_non_white_white	44.3096228970956
37027	2021-12-31	chr_rural	0.344277300702164
37027	2021-12-31	chr_severe_housing_cost_burden	0.0989917506874427
37027	2021-12-31	chr_severe_housing_problems	0.123639191290824
37027	2021-12-31	chr_sexually_transmitted_infections	348.9
37027	2021-12-31	chr_social_associations	12.8003510953443
37027	2021-12-31	chr_some_college	0.544562506776537
37027	2021-12-31	chr_suicides	15.8693315109642
37027	2021-12-31	chr_teen_births	32.893948472139
37027	2021-12-31	chr_traffic_volume	87.641955415743
37027	2021-12-31	chr_unemployment	0.0405793956491076
37027	2021-12-31	chr_uninsured	0.144182748628152
37027	2021-12-31	chr_uninsured_adults	0.177540546089099
37027	2021-12-31	chr_uninsured_children	0.046441073512252
37027	2021-12-31	chr_violent_crime	168.598784119717
37027	2022-12-31	acs_AGE	45.1
37027	2022-12-31	acs_BDB	0.8316002490660025
37027	2022-12-31	acs_BTH	0.03607666290868094
37027	2022-12-31	acs_DCY	0.13065064018813694
37027	2022-12-31	acs_DEP	0.6818286000041672
37027	2022-12-31	acs_DIS	0.18820685595481132
37027	2022-12-31	acs_EDB	0.818617103434073
37027	2022-12-31	acs_EDC	0.5004204637114075
37027	2022-12-31	acs_GNI	0.4376
37027	2022-12-31	acs_GRP	0.01259973239506417
37027	2022-12-31	acs_HBS	0.0811332503113325
37027	2022-12-31	acs_HBU	0.19411581569115816
37027	2022-12-31	acs_HTA	0.06288916562889166
37027	2022-12-31	acs_HTJ	0.02089041095890411
37027	2022-12-31	acs_HUF	0.00311332503113325
37027	2022-12-31	acs_HUG	0.01625155666251556
37027	2022-12-31	acs_HUN	0.1710976430976431
37027	2022-12-31	acs_HUO	0.7455479452054794
37027	2022-12-31	acs_INB	34912
37027	2022-12-31	acs_INC	52362
37027	2022-12-31	acs_INL	4.09
37027	2022-12-31	acs_INM	9.09
37027	2022-12-31	acs_INN	15.08
37027	2022-12-31	acs_INO	24.22
37027	2022-12-31	acs_INP	47.51
37027	2022-12-31	acs_INQ	19.15
37027	2022-12-31	acs_LEQ	0.01687780210614117
37027	2022-12-31	acs_MCD	0.21419535839084203
37027	2022-12-31	acs_MCR	0.24210012148842103
37027	2022-12-31	acs_OWS	11.607392397987702
37027	2022-12-31	acs_PCI	29125
37027	2022-12-31	acs_PCT_A	0.00545121165568164
37027	2022-12-31	acs_PCT_B	0.04238317062292482
37027	2022-12-31	acs_PCT_F	0.5033078943456069
37027	2022-12-31	acs_PCT_H	0.06153674612220625
37027	2022-12-31	acs_PCT_I	0.04940780018831459
37027	2022-12-31	acs_PCT_J	0.14911541701769165
37027	2022-12-31	acs_PCT_M	0.4966921056543932
37027	2022-12-31	acs_PCT_O	0.3451731998612419
37027	2022-12-31	acs_PCT_P	7.805143961544179e-4
37027	2022-12-31	acs_PCT_P1	9.663511571435651e-4
37027	2022-12-31	acs_PCT_Q	0.02720650180881114
37027	2022-12-31	acs_PCT_S	0.20688587145051787
37027	2022-12-31	acs_PCT_W	0.8607463204321324
37027	2022-12-31	acs_PCT_Y	0.249417711482234
37027	2022-12-31	acs_POP	80716
37027	2022-12-31	acs_POP_A	440
37027	2022-12-31	acs_POP_B	3421
37027	2022-12-31	acs_POP_F	40625
37027	2022-12-31	acs_POP_H	4967
37027	2022-12-31	acs_POP_I	3988
37027	2022-12-31	acs_POP_J	12036
37027	2022-12-31	acs_POP_M	40091
37027	2022-12-31	acs_POP_O	27861
